step,fsr_0,fsr_1,fsr_2,fsr_3,fsr_4,fsr_5,fsr_6,fsr_7,fsr_8,fsr_9,fsr_10,fsr_11,fsr_12,fsr_13,fsr_14,fsr_15,action_0,action_1,action_2,action_3,action_4,action_5,action_6,action_7,action_8,action_9,action_10,action_11,action_12,action_13,action_14,action_15,pos_0,pos_1,pos_2,pos_3,pos_4,pos_5,pos_6,pos_7,pos_8,pos_9,pos_10,pos_11,pos_12,pos_13,pos_14,pos_15,is_unlocked
1311,0.0,0.0,0.0,0.0,0.0,0.0,0.6351590752601624,0.0,0.0,0.0,0.0,0.0,0.07852765917778015,0.0,0.559919536113739,0.3840753734111786,1.0,0.3247607946395874,-0.7009127736091614,-0.3504563868045807,1.0,-0.006518189329653978,0.38896918296813965,0.19448459148406982,1.0,-0.2051306664943695,0.17660781741142273,0.08830390870571136,0.3487013280391693,-0.012920379638671875,0.7458489537239075,0.37292447686195374,-0.0012925867922604084,1.1897978782653809,-1.5343624353408813,3.150731086730957,2.718319892883301,-1.5760180950164795,0.820289134979248,-0.16319185495376587,0.540681779384613,0.34597206115722656,0.8791423439979553,0.003219030564650893,0.010934434831142426,0.220013827085495,0.8752259016036987,0.10129114985466003,0
1312,0.0,0.0,0.0,0.0,0.0,0.0,0.42699989676475525,0.0,0.0,0.0,0.0,0.0,1.7692139148712158,0.0,0.8480657339096069,0.17684780061244965,1.0,0.32638370990753174,-0.5081272721290588,-0.2540636360645294,1.0,-0.006438061129301786,0.9600000381469727,0.48000001907348633,1.0,-0.20258231461048126,0.7715335488319397,0.38576677441596985,1.0,-0.012867927551269531,0.2621869444847107,0.13109347224235535,-0.0013255984522402287,1.1899701356887817,-1.533807396888733,3.1520352363586426,2.7146613597869873,-1.5733163356781006,0.8250538110733032,-0.16423003375530243,0.5353237390518188,0.34327462315559387,0.8852233290672302,0.003179987194016576,0.017184944823384285,0.22319090366363525,0.8761333227157593,0.10060668736696243,0
1313,0.0,0.0,0.0,0.0,0.0,0.0,0.7117968797683716,0.0,0.0,0.7212134003639221,0.0,0.0,0.25486207008361816,0.0,5.510292053222656,0.0,1.0,0.32846006751060486,-0.0647997111082077,-0.03239985555410385,1.0,-0.006359974388033152,0.9600000381469727,0.48000001907348633,1.0,-0.20121337473392487,-1.0,-0.9230566620826721,0.4414576292037964,-0.013164998032152653,0.6770434975624084,0.3385217487812042,-0.0012050402583554387,1.1903634071350098,-1.5338664054870605,3.153154134750366,2.715670108795166,-1.5716291666030884,0.8257768154144287,-0.16567878425121307,0.5297707319259644,0.3405732214450836,0.890799880027771,0.003117205807939172,0.02318543940782547,0.22626930475234985,0.8814322352409363,0.09945777803659439,0
1314,0.0,0.0,0.0,0.0,0.0,0.0,0.5265299677848816,0.0,0.0,0.7428731322288513,0.0,0.0,0.022366119548678398,0.0,0.0,0.0,1.0,0.33135756850242615,-0.5694375038146973,-0.28471875190734863,1.0,-0.006234412081539631,-0.5769706964492798,-0.2884853482246399,1.0,-0.19891557097434998,0.3483310639858246,0.1741655319929123,-1.0,-0.012739181518554688,0.9600000381469727,0.48000001907348633,-0.001115236897021532,1.1906909942626953,-1.533334493637085,3.1508514881134033,2.714909553527832,-1.5786657333374023,0.8279791474342346,-0.16677828133106232,0.5241407155990601,0.3378177285194397,0.8964701890945435,0.003071253187954426,0.018984539434313774,0.2242487668991089,0.8839831352233887,0.09878060221672058,0
1315,0.0,0.0,0.0,0.0,0.0,0.0,0.28239086270332336,0.0,0.0,0.7604049444198608,0.0,0.0,0.2931789457798004,0.0,1.024932622909546,0.6281905174255371,1.0,0.33355656266212463,-0.3036718964576721,-0.15183594822883606,1.0,-0.006142506375908852,-0.5942984819412231,-0.2971492409706116,1.0,-0.19756121933460236,0.9063213467597961,0.45316067337989807,1.0,-0.012410879135131836,0.9600000381469727,0.48000001907348633,-0.001242159167304635,1.1906325817108154,-1.5333644151687622,3.1513330936431885,2.714552879333496,-1.5757197141647339,0.8299450278282166,-0.1679137945175171,0.5185959339141846,0.3350847065448761,0.9019463658332825,0.002893927041441202,0.014546174556016922,0.2221151441335678,0.8892320394515991,0.09755595773458481,0
1316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756730854511261,0.0,0.0,0.30328506231307983,0.0,0.17701666057109833,0.0,1.0,0.3358275890350342,0.2822619676589966,0.1411309838294983,1.0,-0.005787854082882404,-0.6083239316940308,-0.3041619658470154,1.0,-0.19511191546916962,0.25637057423591614,0.12818528711795807,-0.044878628104925156,-0.012635708786547184,-0.09257935732603073,-0.046289678663015366,-0.0012195419985800982,1.1907219886779785,-1.5332424640655518,3.153568983078003,2.714017629623413,-1.5701372623443604,0.8294294476509094,-0.16950711607933044,0.513702929019928,0.33260053396224976,0.9073780179023743,0.002715287497267127,0.009983922354876995,0.21991519629955292,0.8946017622947693,0.09643787145614624,0
1317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5514184832572937,0.0,0.0,0.40325841307640076,0.0,0.8646745681762695,0.5799805521965027,1.0,0.3390142321586609,0.9600000381469727,0.48000001907348633,1.0,-0.005430574994534254,-0.6053846478462219,-0.30269232392311096,1.0,-0.19287574291229248,0.23211589455604553,0.11605794727802277,1.0,-0.012488603591918945,0.9600000381469727,0.48000001907348633,-0.0012380412081256509,1.1908559799194336,-1.532832384109497,3.1528828144073486,2.7116434574127197,-1.5716067552566528,0.8252476453781128,-0.1719437688589096,0.5101412534713745,0.330720990896225,0.9131680727005005,0.0026205286849290133,0.005612196866422892,0.2177717387676239,0.9002053141593933,0.09553837776184082,0
1318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3848326206207275,0.0,0.0,0.349502831697464,0.0,0.48259779810905457,0.10918039083480835,1.0,0.3438875377178192,0.9600000381469727,0.48000001907348633,1.0,-0.0052410573698580265,-0.3634043037891388,-0.1817021518945694,1.0,-0.19107675552368164,-0.00782015360891819,-0.003910076804459095,0.2966908812522888,-0.012509346939623356,-0.08608345687389374,-0.04304172843694687,-0.0013258231338113546,1.191034197807312,-1.532638430595398,3.1537928581237793,2.710908889770508,-1.5681753158569336,0.8247857093811035,-0.17260973155498505,0.5113070607185364,0.331165075302124,0.9169874787330627,0.002402522135525942,0.0017985401209443808,0.21596553921699524,0.9054708480834961,0.0943509116768837,0
1319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6773467063903809,0.0,0.0,0.8561307787895203,0.0,3.962104082107544,5.625486373901367,1.0,0.3452194929122925,0.9600000381469727,0.48000001907348633,1.0,-0.004805044271051884,-1.0,-1.0,1.0,-0.1887018233537674,0.12119323760271072,0.06059661880135536,1.0,-0.012258529663085938,0.7853114008903503,0.39265570044517517,-0.0014129462651908398,1.1913113594055176,-1.5327093601226807,3.152677297592163,2.711625099182129,-1.5690280199050903,0.8291652202606201,-0.17121437191963196,0.5167153477668762,0.33399635553359985,0.922928512096405,0.002364633372053504,-0.00509731937199831,0.2092427760362625,0.9083991646766663,0.09340362250804901,0
1320,0.0,0.0,0.0,0.0,0.0,0.0,0.11520055681467056,0.0,0.0,0.28599992394447327,0.0,0.0,0.4377501606941223,0.0,0.0,0.0,1.0,0.3424287438392639,0.9600000381469727,0.48000001907348633,1.0,-0.004729266744107008,-0.5418773293495178,-0.2709386646747589,1.0,-0.18680724501609802,-0.6849045753479004,-0.3424522876739502,-1.0,-0.011724949814379215,-1.0,-1.0,-0.0014206592459231615,1.1914728879928589,-1.5325475931167603,3.1535732746124268,2.7116124629974365,-1.5675666332244873,0.8331764936447144,-0.16992978751659393,0.5217717885971069,0.33664998412132263,0.9249501824378967,0.0019344844622537494,-0.011225505731999874,0.2061723917722702,0.913642942905426,0.0924215242266655,0
1321,0.0,0.0,0.0,0.0,0.0,0.0,0.09943315386772156,0.0,0.0,0.0,0.0,0.0,1.9751700162887573,0.0,0.45453405380249023,0.0,1.0,0.33985957503318787,0.683518648147583,0.3417593240737915,1.0,-0.0038689689245074987,0.2736002206802368,0.1368001103401184,1.0,-0.1848430633544922,-0.09060034155845642,-0.04530017077922821,1.0,-0.011498212814331055,0.9600000381469727,0.48000001907348633,-0.0014734304277226329,1.1915309429168701,-1.5322767496109009,3.1506187915802,2.708599805831909,-1.5742243528366089,0.838284432888031,-0.16906099021434784,0.5259056091308594,0.33869239687919617,0.9301546812057495,0.0018917828565463424,-0.010063810274004936,0.2068158984184265,0.914476215839386,0.09204056113958359,0
1322,0.0,0.0,0.0,0.0,0.0,0.0,0.34567058086395264,0.0,0.0,0.6217343807220459,0.0,0.0,0.2647075653076172,0.0,0.8220320343971252,0.46855419874191284,1.0,0.3381219804286957,0.7213603854179382,0.3606801927089691,1.0,-0.0037835657130926847,0.9600000381469727,0.48000001907348633,1.0,-0.18408112227916718,-1.0,-1.0,0.9818387627601624,-0.011310338973999023,0.9600000381469727,0.48000001907348633,-0.0013502052752301097,1.1918057203292847,-1.5322952270507812,3.1508753299713135,2.708930253982544,-1.5739262104034424,0.8415574431419373,-0.16861405968666077,0.5291542410850525,0.3404567837715149,0.9359647631645203,0.0018479207064956427,-0.003961803857237101,0.20992816984653473,0.9200478792190552,0.09095315635204315,0
1323,0.0,0.0,0.0,0.0,0.0,0.0,0.5786145925521851,0.0,0.0,0.7810363173484802,0.0,0.0,0.16246700286865234,0.0,0.6466525197029114,0.18309888243675232,1.0,0.3372281491756439,0.13039064407348633,0.06519532203674316,1.0,-0.003695841645821929,-0.49738749861717224,-0.24869374930858612,1.0,-0.1819063127040863,0.3247019052505493,0.16235095262527466,0.45670264959335327,-0.011101722717285156,0.16428276896476746,0.08214138448238373,-0.0013313977979123592,1.192050814628601,-1.5320229530334473,3.151968240737915,2.7092833518981934,-1.572204351425171,0.8453852534294128,-0.1685665398836136,0.529601514339447,0.3406306207180023,0.9416220784187317,0.0018360872054472566,-0.007653688546270132,0.2081546187400818,0.9222109913825989,0.09045542031526566,0
1324,0.0,0.0,0.0,0.0,0.0,0.0,0.501213014125824,0.0,0.0,0.6164918541908264,0.0,0.0,0.9529682397842407,0.0,1.8208121061325073,2.1591479778289795,1.0,0.3371330797672272,-0.42867496609687805,-0.21433748304843903,1.0,-0.003672174410894513,-0.6248290538787842,-0.3124145269393921,1.0,-0.1809108406305313,0.5700792074203491,0.28503960371017456,0.8826351761817932,-0.010795117355883121,0.6670418381690979,0.33352091908454895,-0.001317454967647791,1.1923261880874634,-1.5318562984466553,3.1522676944732666,2.709217071533203,-1.5729591846466064,0.8495185375213623,-0.16881294548511505,0.526486873626709,0.3389780521392822,0.9475513100624084,0.0018539468292146921,-0.012072142213582993,0.2059950977563858,0.9256224036216736,0.08965618163347244,0
1325,0.0,0.0,0.0,0.0,0.0,0.0,0.35312843322753906,0.0,0.0,1.482519268989563,0.0,0.0,0.4009871780872345,0.0,0.0,0.0,1.0,0.3376258909702301,-0.2429111897945404,-0.1214555948972702,1.0,-0.0037078936584293842,-0.49319344758987427,-0.24659672379493713,1.0,-0.17931236326694489,-0.7623745203018188,-0.3811872601509094,-0.35224783420562744,-0.010364294052124023,-1.0,-1.0,-0.0013166606659069657,1.1925157308578491,-1.5318093299865723,3.1544742584228516,2.710432291030884,-1.5684752464294434,0.8521228432655334,-0.16941186785697937,0.5225266218185425,0.33710286021232605,0.9511836171150208,0.0018092590617015958,-0.01686897687613964,0.2037145048379898,0.9308709502220154,0.08871720731258392,0
1326,0.0,0.0,0.0,0.0,0.0,0.0,0.5440338253974915,0.0,0.0,0.3028066158294678,0.0,0.0,7.4019036293029785,0.0,0.5754043459892273,0.3212869465351105,1.0,0.33882376551628113,0.11249180138111115,0.05624590069055557,1.0,-0.0036185183562338352,-1.0,-0.5930076837539673,1.0,-0.17743441462516785,-0.0023691891692578793,-0.0011845945846289396,1.0,-0.010145187377929688,0.9600000381469727,0.48000001907348633,-0.0013162585673853755,1.1926640272140503,-1.5312535762786865,3.1518161296844482,2.707728147506714,-1.576259970664978,0.8540348410606384,-0.1705438792705536,0.5188469886779785,0.3352465033531189,0.9573560357093811,0.0017830270808190107,-0.023659592494368553,0.1997428685426712,0.9307122230529785,0.08850469440221786,0
1327,0.0,0.0,0.0,0.0,0.0,0.0,0.663158655166626,0.0,0.0,0.9541056752204895,0.0,0.0,0.3366388976573944,0.0,0.8773882389068604,0.3487308621406555,1.0,0.3410877585411072,-0.3456811308860779,-0.17284056544303894,1.0,-0.0035660541616380215,0.23326414823532104,0.11663207411766052,1.0,-0.17700938880443573,-1.0,-1.0,0.7642722725868225,-0.009994030930101871,0.41907310485839844,0.20953655242919922,-0.0012659081257879734,1.192716360092163,-1.5313652753829956,3.1531288623809814,2.707399368286133,-1.5740537643432617,0.8560858368873596,-0.17160838842391968,0.5148358345031738,0.33332350850105286,0.9589070677757263,0.0016362156020477414,-0.024797851219773293,0.1992463320493698,0.9365809559822083,0.08733949065208435,0
1328,0.0,0.0,0.0,0.0,0.0,0.0,0.5640791058540344,0.0,0.0,0.6610161066055298,0.0,0.0,0.16375227272510529,0.0,1.0673425197601318,1.2172867059707642,1.0,0.34321677684783936,-0.530526876449585,-0.2652634382247925,1.0,-0.003272431204095483,-0.7632845044136047,-0.38164225220680237,1.0,-0.1746789962053299,0.1520666778087616,0.0760333389043808,0.39332255721092224,-0.00966787338256836,0.4020306468009949,0.20101532340049744,-0.0012572010746225715,1.192765474319458,-1.531080722808838,3.1529037952423096,2.707291841506958,-1.5745526552200317,0.8592991232872009,-0.17245739698410034,0.510177493095398,0.33117929100990295,0.964801013469696,0.0015819104155525565,-0.030153868719935417,0.19663001596927643,0.9408902525901794,0.08637475967407227,0
1329,0.0,0.0,0.0,0.0,0.0,0.0,0.14658990502357483,0.0,0.0,2.1529898643493652,0.0,0.0,1.2566057443618774,0.0,0.39738425612449646,0.03180372714996338,1.0,0.3449147939682007,-0.3937898278236389,-0.19689491391181946,1.0,-0.0031638210639357567,-0.5288128852844238,-0.2644064426422119,1.0,-0.17274951934814453,0.5669946074485779,0.28349730372428894,0.1420000195503235,-0.009185314178466797,-0.5468923449516296,-0.2734461724758148,-0.0013269343180581927,1.192609429359436,-1.5310345888137817,3.1538472175598145,2.7053964138031006,-1.5720795392990112,0.8631675243377686,-0.17326122522354126,0.5056048631668091,0.32900944352149963,0.9688051342964172,0.0014965377049520612,-0.03501277416944504,0.1942797601222992,0.9429986476898193,0.0856333076953888,0
1330,0.0,0.0,0.0,0.0,0.0,0.0,1.0258381366729736,0.0,0.0,0.5578407645225525,0.0,0.0,0.35178256034851074,0.0,1.5675722360610962,0.7145748138427734,1.0,0.3465224504470825,0.6081842184066772,0.3040921092033386,1.0,-0.0029930754099041224,-1.0,-1.0,1.0,-0.17126663029193878,-1.0,-0.5026422739028931,1.0,-0.009200096130371094,0.9091140031814575,0.45455700159072876,-0.00131269043777138,1.1926774978637695,-1.5312516689300537,3.1543965339660645,2.7069568634033203,-1.5704149007797241,0.8608441948890686,-0.17515257000923157,0.5011659860610962,0.3270123302936554,0.9742715954780579,0.0014318340690806508,-0.042157456278800964,0.18746328353881836,0.9482548236846924,0.08475005626678467,0
1331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5518410205841064,0.0,0.0,0.3173505365848541,0.0,0.24597835540771484,0.365027517080307,1.0,0.35030514001846313,-0.820670485496521,-0.4103352427482605,1.0,-0.0028636681381613016,-0.3788177967071533,-0.18940889835357666,1.0,-0.16950011253356934,0.11572188884019852,0.05786094442009926,-0.35105639696121216,-0.008717060089111328,0.0,0.0,-0.0013769498327746987,1.1926779747009277,-1.5311288833618164,3.1532959938049316,2.7050631046295166,-1.5748631954193115,0.8639099597930908,-0.17592798173427582,0.49512287974357605,0.32376471161842346,0.9768233895301819,0.0010592816397547722,-0.046872805804014206,0.1850806027650833,0.9507656693458557,0.0840267464518547,0
1332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.024699330329895,0.0,0.0,0.6045725345611572,0.0,1.8909797668457031,1.0911180973052979,1.0,0.351855993270874,0.9600000381469727,0.48000001907348633,1.0,-0.0021185632795095444,-0.3644183874130249,-0.18220919370651245,1.0,-0.1680534929037094,0.19835874438285828,0.09917937219142914,1.0,-0.00836038589477539,0.1823253333568573,0.09116266667842865,-0.0014561931602656841,1.1924628019332886,-1.5309079885482788,3.154231071472168,2.7028286457061768,-1.5718963146209717,0.860640287399292,-0.17772361636161804,0.49094873666763306,0.32213494181632996,0.9829022288322449,0.0009899124270305037,-0.04947717860341072,0.18382441997528076,0.9555712342262268,0.08314158767461777,0
1333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.720441460609436,0.0,0.0,0.43464285135269165,0.0,0.0,0.0,1.0,0.3554472327232361,0.9600000381469727,0.48000001907348633,1.0,-0.0019798248540610075,-0.8197594285011292,-0.4098797142505646,1.0,-0.16628317534923553,-0.4836580157279968,-0.2418290078639984,-0.49350041151046753,-0.00894308090209961,-0.11650256812572479,-0.058251284062862396,-0.001378550543449819,1.1926003694534302,-1.5309123992919922,3.1532058715820312,2.704479217529297,-1.5712600946426392,0.8652180433273315,-0.1764158308506012,0.49594077467918396,0.3251293897628784,0.9884324669837952,0.000602979096584022,-0.05407828092575073,0.18096132576465607,0.9608597755432129,0.0821877047419548,0
1334,0.0,0.0,0.0,0.0,0.0,0.0,0.18108943104743958,0.0,0.0,2.660698652267456,0.0,0.0,1.3424266576766968,0.0,1.1368478536605835,0.7615557312965393,1.0,0.3528316617012024,0.9600000381469727,0.48000001907348633,1.0,-0.001205958193168044,-0.576353132724762,-0.288176566362381,1.0,-0.1643754243850708,-0.08314280956983566,-0.04157140478491783,1.0,-0.008687496185302734,0.9600000381469727,0.48000001907348633,-0.0013857613084837794,1.1924959421157837,-1.5309923887252808,3.151043176651001,2.7028720378875732,-1.5747113227844238,0.8696874380111694,-0.17554093897342682,0.5010195970535278,0.3279871344566345,0.99210524559021,0.0002663119521457702,-0.05890451371669769,0.17833632230758667,0.9627631902694702,0.0815320685505867,0
1335,0.0,0.0,0.0,0.0,0.0,0.0,0.5967214703559875,0.0,0.0,1.2808629274368286,0.0,0.0,0.5235497355461121,0.0,0.11622048914432526,0.11007542163133621,1.0,0.351081907749176,0.5253853797912598,0.2626926898956299,1.0,-0.0005326239042915404,-1.0,-1.0,1.0,-0.1630641371011734,-1.0,-0.5369706153869629,-0.24632605910301208,-0.008658647537231445,-0.1545054316520691,-0.07725271582603455,-0.0013215354410931468,1.1925926208496094,-1.5315505266189575,3.152698278427124,2.706259250640869,-1.5700430870056152,0.8725471496582031,-0.1752956509590149,0.5034638047218323,0.32934701442718506,0.996422290802002,0.0001620879047550261,-0.06632841378450394,0.17136727273464203,0.9670177102088928,0.0808388963341713,0
1336,0.0,0.0,0.0,0.0,0.0,0.0,0.3330520689487457,0.0,0.0,0.8132218718528748,0.0,0.0,2.4213826656341553,0.0,2.3345887660980225,3.0001909732818604,1.0,0.3505913019180298,-0.47213149070739746,-0.23606574535369873,1.0,-0.0003241758095100522,-1.0,-0.5123451948165894,1.0,-0.16167780756950378,-0.29651933908462524,-0.14825966954231262,1.0,-0.008458137512207031,0.7423072457313538,0.3711536228656769,-0.0013842310290783644,1.192540168762207,-1.5316461324691772,3.1526286602020264,2.7040464878082275,-1.5729933977127075,0.8775361776351929,-0.17522498965263367,0.5006271600723267,0.3276025056838989,0.995308518409729,-0.0001283581805182621,-0.07333429157733917,0.16593842208385468,0.9658263325691223,0.08103711903095245,0
1337,0.0,0.0,0.0,0.0,0.0,0.0,0.4721778929233551,0.0,0.0,2.9954302310943604,0.0,0.0,0.2502545118331909,0.0,0.0,0.0,1.0,0.35044997930526733,0.1606750637292862,0.0803375318646431,1.0,0.0002567163610365242,-0.6505774855613708,-0.3252887427806854,1.0,-0.1620742529630661,-1.0,-1.0,-0.6655104160308838,-0.008848905563354492,-1.0,-1.0,-0.0013637866359204054,1.192600131034851,-1.5317213535308838,3.154263496398926,2.7049648761749268,-1.5696322917938232,0.8785806894302368,-0.175630584359169,0.4967315196990967,0.32571908831596375,0.9982270002365112,-1.4197708878782578e-05,-0.07653067260980606,0.1629205048084259,0.9710901379585266,0.08009881526231766,0
1338,0.0,0.0,0.0,0.0,0.0,0.0,0.4141693115234375,0.0,0.0,0.6475473642349243,0.0,0.0,0.02666555531322956,0.0,0.6027094125747681,0.36702868342399597,1.0,0.351261168718338,-0.17322689294815063,-0.08661344647407532,1.0,2.8395417757565156e-05,-1.0,-1.0,1.0,-0.16019763052463531,0.35938918590545654,0.17969459295272827,1.0,-0.008711576461791992,0.9600000381469727,0.48000001907348633,-0.0013908008113503456,1.1926424503326416,-1.531353235244751,3.1513912677764893,2.7039361000061035,-1.5762104988098145,0.8801305890083313,-0.17634601891040802,0.49296751618385315,0.3238467574119568,1.0041520595550537,3.066912177018821e-05,-0.08331421762704849,0.15620553493499756,0.9731209874153137,0.07973170280456543,0
1339,0.0,0.0,0.0,0.0,0.0,0.0,0.1157810166478157,0.0,0.0,0.0,0.0,0.0,0.2647167444229126,0.0,0.9428451657295227,0.40482980012893677,1.0,0.35269203782081604,-0.034006308764219284,-0.017003154382109642,1.0,-6.133824354037642e-05,-0.5180378556251526,-0.2590189278125763,1.0,-0.15946342051029205,0.8960026502609253,0.44800132513046265,0.7151231169700623,-0.00847935676574707,0.3202149569988251,0.16010747849941254,-0.0013534672325477004,1.1925214529037476,-1.531124234199524,3.1517748832702637,2.701568603515625,-1.5753966569900513,0.8824458122253418,-0.1770906150341034,0.4894317388534546,0.32203078269958496,1.0087921619415283,-2.92736276605865e-05,-0.085008904337883,0.1540013700723648,0.9775063991546631,0.07878127694129944,0
1340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7661261558532715,0.0,0.0,0.2147977352142334,0.0,0.9043629169464111,1.2458302974700928,1.0,0.3541812300682068,0.6821256279945374,0.3410628139972687,1.0,5.8547258959151804e-05,0.9600000381469727,0.48000001907348633,1.0,-0.15756255388259888,0.3246798515319824,0.1623399257659912,0.2836916148662567,-0.00868678092956543,0.3122723400592804,0.1561361700296402,-0.0012379857944324613,1.1924214363098145,-1.5309585332870483,3.1526029109954834,2.6994075775146484,-1.5731550455093384,0.881094217300415,-0.1787417232990265,0.4865041971206665,0.3205101490020752,1.0147649049758911,-4.166202779742889e-05,-0.07880033552646637,0.1571488380432129,0.9834532737731934,0.07780473679304123,0
1341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9416151642799377,0.0,0.0,0.8555063009262085,0.0,0.2862902581691742,0.0,1.0,0.357483446598053,0.9600000381469727,0.48000001907348633,1.0,8.332405559485778e-05,-0.6129009127616882,-0.3064504563808441,1.0,-0.15560947358608246,0.44448548555374146,0.22224274277687073,0.4550004005432129,-0.009446382522583008,-0.6349190473556519,-0.3174595236778259,-0.0013558609643951058,1.1922322511672974,-1.5313571691513062,3.154324769973755,2.6999351978302,-1.5669934749603271,0.8774909377098083,-0.1806492954492569,0.48507314920425415,0.31950339674949646,1.0200939178466797,-6.978523742873222e-06,-0.07920480519533157,0.15493395924568176,0.9863182306289673,0.07699298858642578,0
1342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.400736927986145,0.0,0.0,0.3836328983306885,0.0,1.1362109184265137,0.793807864189148,1.0,0.3612985908985138,0.9600000381469727,0.48000001907348633,1.0,1.3957047485746443e-05,-0.7532921433448792,-0.3766460716724396,1.0,-0.15398597717285156,-0.6844050288200378,-0.3422025144100189,1.0,-0.00928497314453125,0.9600000381469727,0.48000001907348633,-0.0013797947904095054,1.1924132108688354,-1.5314780473709106,3.1530921459198,2.701868772506714,-1.5688848495483398,0.8740488290786743,-0.18228541314601898,0.4845066964626312,0.3188774287700653,1.0245578289031982,-1.1919775715796277e-05,-0.08070805668830872,0.1521037071943283,0.9913935661315918,0.07623668760061264,0
1343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.077148199081421,0.0,0.0,2.3568756580352783,0.0,0.18234190344810486,0.02751244604587555,1.0,0.36457085609436035,0.9600000381469727,0.48000001907348633,1.0,2.3839551431592554e-05,-1.0,-0.5602947473526001,1.0,-0.15247337520122528,0.03928108140826225,0.019640540704131126,-0.15929248929023743,-0.008699178695678711,-0.18056191504001617,-0.09028095752000809,-0.0014353274600580335,1.1923832893371582,-1.5314126014709473,3.152580499649048,2.7004573345184326,-1.5708447694778442,0.8725507259368896,-0.18327219784259796,0.4849572479724884,0.31866633892059326,1.0302376747131348,2.0008614228572696e-05,-0.08337089419364929,0.14824989438056946,0.9894421696662903,0.07628150284290314,0
1344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.44389009475708,0.0,0.0,0.3906024992465973,0.0,4.686312198638916,6.665715217590332,1.0,0.3665443956851959,0.9600000381469727,0.48000001907348633,1.0,-4.001722845714539e-05,-0.8617185354232788,-0.4308592677116394,1.0,-0.15256300568580627,-1.0,-1.0,1.0,-0.00859832763671875,0.9159801006317139,0.45799005031585693,-0.001444497611373663,1.1924476623535156,-1.531712293624878,3.1530282497406006,2.702103853225708,-1.5695327520370483,0.8708139061927795,-0.18386903405189514,0.4857942461967468,0.31875038146972656,1.031162142753601,-0.00030700446222908795,-0.08757380396127701,0.14417175948619843,0.9940070509910583,0.07560300827026367,0
1345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3490537405014038,0.0,0.0,0.7297276854515076,0.0,0.0,0.0,1.0,0.3677380681037903,0.9600000381469727,0.48000001907348633,1.0,0.0006140089826658368,-1.0,-1.0,1.0,-0.15120601654052734,0.02255403995513916,0.01127701997756958,-1.0,-0.008157014846801758,-1.0,-1.0,-0.00147486652713269,1.1924301385879517,-1.531502604484558,3.1526010036468506,2.700917959213257,-1.5704810619354248,0.870661735534668,-0.18407076597213745,0.48734933137893677,0.31916019320487976,1.036612868309021,-0.0003787112655118108,-0.09392505884170532,0.13739509880542755,0.9897965788841248,0.07730428129434586,0
1346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.772310256958008,0.0,0.0,0.327355295419693,0.0,0.6854861974716187,0.30640217661857605,1.0,0.3681415319442749,0.9600000381469727,0.48000001907348633,1.0,0.0007574225310236216,-1.0,-0.5396214723587036,1.0,-0.1546085625886917,-0.5837821364402771,-0.29189106822013855,1.0,-0.008064508438110352,0.9600000381469727,0.48000001907348633,-0.0014591137878596783,1.1923928260803223,-1.5314863920211792,3.1507699489593506,2.699758529663086,-1.5738449096679688,0.8709130883216858,-0.1840924173593521,0.4892546236515045,0.31981077790260315,1.0320898294448853,-0.00041589280590415,-0.10220794379711151,0.13102363049983978,0.9956260919570923,0.07717552036046982,0
1347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7426693439483643,0.0,0.0,0.0,0.0,0.8669199347496033,0.30678996443748474,1.0,0.3681848645210266,0.9600000381469727,0.48000001907348633,1.0,0.0008317856700159609,-1.0,-1.0,1.0,-0.15435104072093964,0.17434732615947723,0.08717366307973862,0.5661249160766602,-0.007909059524536133,0.469756543636322,0.234878271818161,-0.0013844086788594723,1.1923938989639282,-1.5315624475479126,3.1506710052490234,2.7003867626190186,-1.5738530158996582,0.8709965348243713,-0.18383683264255524,0.4913167953491211,0.3206283450126648,1.0364985466003418,-0.00022182584507390857,-0.10897334665060043,0.12401113659143448,0.9940516948699951,0.07747654616832733,0
